Corridor #,Corridor Description,Corridor Num and Description,FY,Clean Corridor,Type,Detailed Type,Midpoint times,Side of street,SupDistrict,DPW Zone,Representative Street Segment,CNN (Route ID),Evaluation date,Evaluator name,Inspector,"11  Score (10, 20, or 30 score)","21  Litter (10, 20, or 30 score)","22  Grime, Leaks, Spills (% of sidewalk w/out)","24  Illegal Dumping (Y/N, where Y=none)","251  Feces, Needles, Condoms (Y/N, where Y=none)","252  Broken Glass (Y/N, where Y=none)",26  Odors (DPW),27  Odors (nonDPW),31  Public (DPW),32 Public (nonDPW),33  Private (Please indicate nearest address on attached work s,"34 Sidewalk (# on sidewalk, preiously 23)",Total # Trash Receptacles,41  Fullness,42  Cleanliness of trash receptacles,43  Cleanliness around trash receptacles,44  Painting,45  Structural integrity & function,46  Doors,Total # Trees,51  Cleanliness,52  Tree Appearance,53  Weediness,54  Clearance,11 pass,21  Pass,22  Pass,31  Pass,32 Pass,33  Pass,34 Pass,41  Pass,42  Pass,43  Pass,44  Pass,45  Pass,46  Pass,51  Pass,52  Pass,53 Pass,54  Pass,Longitude,Latitude,Location,Priority
,Montecito Ave -- Monterey to Eastwood,,2015-16,,Residential,Residential,"Thur 1st, 3rd 1PM to 3PM",L,7,F,Montecito Ave  :  Northwood Dr  -  Eastwood Dr,9271000,9/3/2015 0:00,Melanie,JBR,1,1,0.986666667,1,1,1,1,1,0.083333333,0.5,0,0,0,,,,,,,8,1,1,1,1,1,1,1,0,0,1,1,,,,,,,1,1,1,1,-122.4568253,37.72956803,,Regular
,Serrano Dr -- Cardenas to Arballo,,2016-17,,Residential,Residential,"Tues 1st, 3rd  9AM to 11AM",L,7,F,Serrano Dr  :  Tapia Dr  -  Arballo Dr,11772000,1/17/2017 0:00,Jordan,JBR,1.05,1.05,0.9645,1,1,1,1,1,0,2.3,0,0.1,23,0,,,,,,23,1,0.875,1,1,1,1,1,1,0,1,0,0,,,,,,1,0,1,1,-122.481424,37.71905644,,Regular
,Sloat Blvd -- 20th to 25th Ave,,2015-16,,Residential,Residential,Mon 8AM to 12PM,L,7,F,Sloat Blvd  :  20th Ave  -  21st Ave,11951102,5/2/2016 0:00,Melanie,JBR,1,1,0.97,1,1,1,1,1,0.1,0.8,0,0.1,0,,,,,,,1,1,1,1,1,1,1,1,0,0,1,0,,,,,,,1,1,1,1,-122.4761598,37.73455352,,Regular
10,Larkin: O'Farrell - Sacramento,#10 Larkin: O'Farrell - Sacramento,2015-16,Clean Corridor,Commercial,Residential/Public,Thu 12PM to 5PM,L,6,B,Larkin St  :  O'Farrell St  -  Myrtle St,8130000,7/16/2015 0:00,Saul,JBR,2.75,2.875,0.655972222,1,0,0,0,0,0.083333333,6.208333333,3.291666667,1.291666667,3,1,1,1,1,1,1,34,0.360493827,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4179014,37.78516721,,Regular
1,Mission A: 18th - 13th,#1 Mission A: 18th - 13th,2015-16,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,R,9,D,Mission St  :  Hwy 101 Northbound  -  Erie St,9112101,4/18/2016 0:00,Melanie,JBR,1.742857143,2,0.93952381,1,0,1,0,1,0.219047619,10.5047619,4.19047619,0.571428571,3,1,1,1,1,1,1,46,0.6,0.928030303,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4200083,37.77011145,,Regular
,Prague St -- Geneva to Pope,,2015-16,,Residential,Residential,Mon 8AM to 12PM,R,11,E,Prague St  :  Drake St  -  Curtis St,10737000,11/23/2015 0:00,Melanie,JBR,1.261904762,1.380952381,0.972142857,1,1,1,1,1,0.095238095,1.333333333,0,0,0,,,,,,,28,0.763888889,0.854166667,0.916666667,1,1,1,1,0,0,1,1,,,,,,,0,0,1,1,-122.4366877,37.71002343,,Regular
99,Fillmore E: Geary - Eddy,#99 Fillmore E: Geary - Eddy,2016-17,,Commercial,Residential/Commercial,Thu 12PM to 5PM,L,5,C,Eddy St  :  Fillmore St  -  Steiner St,5072000,8/11/2016 0:00,Jordan,JBR,1.4375,1.125,0.966708333,0,1,1,1,1,0,0.766666667,0,0,4,1,1,1,1,1,1,32,0.96875,1,1,0.9375,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.432329,37.78142837,,Regular
,Silver Ave -- Mission Ave to Cambridge,,2015-16,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Silver Ave  :  Vienna St  -  Madison St,11901000,10/5/2015 0:00,Melanie,JBR,1.272222222,1.286111111,0.979611111,0,0,1,1,1,0,0.441666667,0.05,0.116666667,2,1,1,1,1,1,1,51,0.646031746,1,0.867063492,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,-122.4241987,37.72873555,,Regular
,Grand View Ave -- Romain St to Elizabeth,,2015-16,,Residential,Residential,"Wed 1st, 3rd  12PM to 2PM",L,8,D,Grand View Ave  :  Romain St  -  Morgan Aly,6372201,6/1/2016 0:00,Melanie,JBR,1,1,0.971333333,1,0,1,1,1,0,0.933333333,0,0,0,,,,,,,2,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4401339,37.75642268,,Regular
,Magellan Ave -- Castenada to Montalvo,,2016-17,,Residential,Residential,"Mon 1st, 3rd  9AM to 11AM",L,7,F,Magellan Ave  :  Castenada Ave  -  Marcela Ave,8616101,8/8/2016 0:00,Jordan,JBR,1,1,0.979266667,1,1,1,1,1,0,0,0,0,0,,,,,,,54,0.9875,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.461941,37.74899674,,Regular
,Filbert St -- Franklin to Webster,,2015-16,,Residential,Residential,"Fri 2nd, 4th 9AM to 11AM",L,2,A,Filbert St  :  Octavia St  -  Laguna St,5518000,3/25/2016 0:00,Emilia,JBR,1.7,1.15,0.9625,1,1,1,1,1,0.05,1.2,0.15,0.05,1,1,1,1,1,1,1,40,0.87,0.933333333,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4291022,37.79885752,,Regular
,Sacramento St -- Taylor to Polk,,2015-16,,Residential,Residential,Thurs 12PM to 5pm,L,3,A,Sacramento St  :  Taylor St  -  Jones St,11240000,5/12/2016 0:00,Melanie,JBR,1.657142857,1.414285714,0.963714286,1,0,0,1,1,0.028571429,2.628571429,0.857142857,0.428571429,0,,,,,,,43,0.638888889,1,1,1,1,1,1,0,0,0,0,,,,,,,0,1,1,1,-122.4126497,37.79255234,,Regular
,30th Ave -- Pacheco to Taraval,,2015-16,,Residential,Residential,"Mon 1st, 3rd 9AM to 11AM",R,4,F,30th Ave  :  Rivera St  -  Santiago St,1658000,8/17/2015 0:00,Melanie,JBR,1.1,1.2,0.9855,0,1,0,1,1,0,0.55,0,0,0,,,,,,,26,0.801587302,0.526862027,0.80952381,1,1,1,1,1,0,1,1,,,,,,,0,0,0,1,-122.4877362,37.74625961,,Regular
,32nd Ave -- Pacheco to Taraval,,2015-16,,Residential,Residential,"Mon 1st, 3rd 9AM to 11AM",R,4,F,32nd Ave  :  Quintara St  -  Rivera St,1716000,9/7/2015 0:00,Melanie,JBR,1.15,1.5125,0.97525,0,1,1,1,1,0,1.7,0,0,0,,,,,,,15,0.859259259,1,0.962962963,1,1,1,1,1,0,1,1,,,,,,,0,1,1,1,-122.4900088,37.74803062,,Regular
42,16th Bart,#42 16th Bart,2015-16,Clean Corridor,Commercial,Public/Commercial,Wed 12PM to 5PM,R,9,D,16th St  :  Capp St  -  Mission St,725000,1/20/2016 0:00,Melanie,JBR,1.866666667,2.133333333,0.953333333,0,1,1,1,1,0.066666667,7.2,0.7,0.7,1,1,1,1,1,1,1,15,0.541666667,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4186984,37.76510996,,Regular
,Urbano Dr -- Corona St to Corona Court,,2016-17,,Residential,Residential,"Thur 2nd, 4th 12PM to 2PM",R,7,F,Urbano Dr  :  Corona St  -  Borica St,13026000,2/9/2017 0:00,Jordan,JBR,1,1,0.974761905,1,1,1,1,1,0,0.361904762,0,0.071428571,0,,,,,,,4,1,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4662838,37.72544668,,Regular
98,Fillmore D:Eddy - MaAllister,#98 Fillmore D:Eddy - MaAllister,2015-16,,Commercial,Residential/Commercial,Thu 12PM to 5PM,L,5,C,Eddy St  :  Webster St  -  Fillmore St,5071000,12/31/2015 0:00,Melanie,JBR,1.216666667,1.6,0.962,0,0,1,1,1,0.083333333,6.833333333,0.2,0.083333333,8,1,1,1,1,1,1,47,0.599264706,0.972222222,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4306092,37.78164558,,Regular
78,Van Ness 9: Greenwich - North Point,#78 Van Ness 9: Greenwich - North Point,2015-16,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,R,2,A,Van Ness Ave  :  Greenwich St  -  Lombard St,13169101,1/8/2016 0:00,Melanie,JBR,1.7,2.1,0.957,0,1,1,1,1,0.5,5.4,0.1,0.7,4,1,1,1,1,1,1,22,0.761666667,0.96,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4243587,37.80041503,,Regular
97,"Fillmore C: Geary, Scott - Webster","#97 Fillmore C: Geary, Scott - Webster",2015-16,,Commercial,Commercial,Thu 12PM to 5PM,R,5,C,Geary Blvd  :  Webster St  -  Fillmore St,6041102,6/2/2016 0:00,Jordan,JBR,1.160714286,1.125,0.969964286,1,1,0,1,1,0.125,4.242857143,1.625,1.425,2,1,1,1,1,1,1,44,0.754769921,0.944444444,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4312049,37.78456824,,Regular
,Kirkham St -- 44th Ave to Great Hwy,,2016-17,,Residential,Residential,"Fri 2nd, 4th 12PM to 2PM",R,4,F,Kirkham St  :  44th Ave  -  45th Ave,7884000,9/9/2016 0:00,Jordan,JBR,1.1,1.2,0.972,0,0,1,1,1,0,2,0,1.6,0,,,,,,,12,1,0.733333333,1,1,1,1,1,1,0,1,0,,,,,,,1,0,1,1,-122.5036525,37.75865333,,Regular
6,Columbus: Powell - Pacific,#6 Columbus: Powell - Pacific,2015-16,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,R,3,A,Columbus Ave  :  Pacific Ave  -  Jack Kerouac Aly,4290000,7/15/2015 0:00,Saul,JBR,1.375,2.166666667,0.88875,1,1,0,1,1,0,0.083333333,0,0.083333333,4,1,0.75,0.5,1,1,1,23,0.715277778,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,-122.4055129,37.79706459,,Regular
16,Ocean A: Phelan - Capitol,#16 Ocean A: Phelan - Capitol,2016-17,Clean Corridor,Commercial,Public/Commercial,Mon 12PM to 5PM,L,11,E,Ocean Ave  :  Geneva Ave  -  Harold Ave,9818101,12/12/2016 0:00,Ladavid,JBR,1,1,0.95875,1,0,1,1,1,0,1.3125,0.0625,0,3,1,1,1,1,1,1,46,0.944642857,0.975,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-122.4523316,37.72308024,,Regular
,Sutter St -- Jones To Larkin,,2016-17,,Residential,Residential,Mon 8AM to 12PM,R,3,A,Sutter St  :  Hyde St  -  Larkin St,12328000,10/24/2016 0:00,Jordan,JBR,1.533333333,1.266666667,0.956,1,1,1,1,1,0,5.466666667,0.4,0.266666667,1,1,1,1,1,1,1,16,0.916666667,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,-122.4168272,37.78817789,,Regular
91,Market/Steuart,#91 Market/Steuart,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,Market St  :  Steuart St  -  Spear St,8737101,10/5/2016 0:00,Jordan,JBR,1,1.25,0.955,1,1,1,1,1,0,1,0,0,9,1,1,1,1,1,1,46,0.980769231,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.3947476,37.79447972,,Regular
48,3rd St E: Oakdale - Williams,#48 3rd St E: Oakdale - Williams,2015-16,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  Oakdale Ave  -  Palou Ave,212101,11/3/2015 0:00,Melanie,JBR,1.928571429,2.357142857,0.961428571,0,1,0,1,1,0.285714286,2.428571429,0.928571429,0.142857143,8,1,1,0.833333333,1,1,1,38,0.356462585,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,-122.3906938,37.73479736,,Regular
84,Jones: Market-O'Farrell,#84 Jones: Market-O'Farrell,2015-16,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,R,6,B,Jones St  :  Market St  -  McAllister St,7562000,6/6/2016 0:00,Jordan,JBR,1.261904762,1.547619048,0.951904762,0,0,1,1,1,0,6.833333333,0.452380952,0.285714286,3,1,1,0.5,1,1,1,29,0.65,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,-122.4119854,37.78095176,,Regular
25,Haight Lower: Webster - Divisadero,#25 Haight Lower: Webster - Divisadero,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,5,C,Haight St  :  Webster St  -  Fillmore St,6607000,10/7/2016 0:00,Jordan,JBR,1.6,1.28,0.9532,1,0,1,1,1,1.04,11.4,0.48,0.4,2,1,1,1,1,1,1,33,1,0.937777778,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-122.4288021,37.77231585,,Regular
35,Irving B: 6th - Funston,#35 Irving B: 6th - Funston,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,5,C,09th Ave  :  Lincoln Way  -  Irving St,431000,12/8/2016 0:00,Ladavid,JBR,1.148148148,1,0.96,0,0,1,1,1,0,0.140740741,0.140740741,0.044444444,12,0.9375,1,0.8125,1,1,1,78,0.766249092,0.993464052,0.986111111,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,-122.4664425,37.76592466,,Regular
78,Van Ness 9: Greenwich - North Point,#78 Van Ness 9: Greenwich - North Point,2015-16,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,R,2,A,Van Ness Ave  :  Greenwich St  -  Lombard St,13169101,6/17/2016 0:00,Jordan,JBR,1.066666667,1,0.972333333,0,0,1,1,1,0.166666667,2.933333333,0,0.566666667,6,1,1,1,1,1,0.75,22,0.818333333,0.96,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,-122.4243587,37.80041503,,Regular
,18th Ave -- Taraval to Wawona,,2016-17,,Residential,Residential,"Tue 2nd, 4th 1PM to 3PM",R,7,F,18th ave :  Taraval st - Wawona st,848000,1/24/2017 0:00,Jordan,JBR,1.055555556,1,0.967222222,1,1,1,1,1,0,0.811111111,0,0.177777778,0,,,,,,,23,1,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4743646,37.73937137,,Regular
95,Fillmore A: along Sutter,#95 Fillmore A: along Sutter,2016-17,,Commercial,Residential,Thu 12PM to 5PM,L,5,C,Sutter St  :  Laguna St  -  Buchanan St,12335000,11/17/2016 0:00,Jordan,JBR,1.05,1,0.955,0,0,1,1,1,0.05,0.6,0,0.283333333,4,1,1,1,1,1,1,44,0.979166667,0.972222222,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4283356,37.78671266,,Regular
,31st Ave -- Pacheco to Taraval,,2015-16,,Residential,Residential,"Mon 1st, 3rd 9AM to 11AM",L,4,F,31st Ave  :  Quintara St  -  Rivera St,1692000,8/3/2015 0:00,Melanie,JBR,1,1.05,0.98,1,1,1,1,1,0,0.65,0,0,0,,,,,,,25,0.944444444,0.677777778,1,1,1,1,1,1,0,1,1,,,,,,,1,0,1,1,-122.4889365,37.74807801,,Regular
,Bush St -- Mason to Larkin,,2015-16,,Residential,Residential,Mon 8AM to 12PM,L,3,A,Bush St  :  Jones St  -  Leavenworth St,3440000,6/6/2016 0:00,Jordan,JBR,1.85,1.35,0.9665,0,0,1,1,1,0,2.55,1.133333333,0.266666667,1,1,1,1,1,1,1,18,0.88,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4137284,37.78952932,,Regular
,Grand View Ave -- Romain St to Elizabeth,,2016-17,,Residential,Residential,"Wed 1st, 3rd  12PM to 2PM",L,8,D,Grand View Ave  :  Romain St  -  Morgan Aly,6372201,2/1/2017 0:00,Jordan,JBR,1,1,0.974,1,1,1,1,1,0,0.633333333,0,0,0,,,,,,,3,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4401339,37.75642268,,Regular
,Rivera St -- 19th to 22nd Ave,,2016-17,,Residential,Residential,"Thur 1st, 3rd 8AM to 10AM",R,4,F,Rivera St  :  19th Ave  -  20th Ave,11054000,1/5/2017 0:00,Jordan,JBR,1,1.166666667,0.971666667,0,1,1,1,1,0,0.333333333,0,0,0,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.475902,37.74678204,,Regular
,Cortland Ave -- Folsom to Bradford,,2015-16,,Residential,Residential,"Thur 1st, 3rd 8AM to 10AM",L,9,D,Cortland Ave  :  Prentiss St  -  Nevada St,4433000,12/3/2015 0:00,Melanie,JBR,1.357142857,1.5,0.954285714,0,1,1,1,1,0,2.857142857,0.357142857,0.285714286,0,,,,,,,12,0.75,1,0.9,1,1,1,1,1,0,0,0,,,,,,,0,1,1,1,-122.4119916,37.73971001,,Regular
98,Fillmore D:Eddy - MaAllister,#98 Fillmore D:Eddy - MaAllister,2016-17,,Commercial,Residential/Commercial,Thu 12PM to 5PM,L,5,C,Eddy St  :  Webster St  -  Fillmore St,5071000,12/22/2016 0:00,Jordan,JBR,1.0625,1.0625,0.950208333,0,1,1,1,1,0.25,0.291666667,0,0,7,1,1,1,1,1,1,38,0.923611111,0.902777778,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4306092,37.78164558,,Regular
,Head St -- Randolph to Ashton,,2015-16,,Residential,Residential,"Thu 2nd, 4th  12PM to 2PM",L,11,E,Head St  :  Garfield St  -  Holloway Ave,6858000,7/9/2015 0:00,Saul,JBR,1.542857143,1.714285714,0.894285714,0,1,0,1,1,0,0.942857143,0,0,0,,,,,,,19,0.813333333,1,0.68,1,1,1,0,1,0,1,1,,,,,,,0,1,0,1,-122.4644609,37.71969219,,Regular
37,Geary C: Mason - Van Ness,#37 Geary C: Mason - Van Ness,2015-16,Clean Corridor,Commercial,Commercial,Tue 12PM to 5PM,R,3,A,Geary St  :  Mason St  -  Taylor St,6111000,9/8/2015 0:00,Melanie,JBR,1.5,2.145833333,0.945416667,0,0,1,1,0,0.729166667,11.27083333,5.958333333,2.1875,6,1,1,0.833333333,1,1,1,11,0.777777778,0.666666667,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,-122.409874,37.78714914,,Regular
,Lyon St -- Hayes to Turk,,2015-16,,Residential,Residential,Mon 8AM to 12PM,L,5,C,Lyon St  :  Grove St  -  Fulton St,8558000,12/28/2015 0:00,Melanie,JBR,1.4,1.1,0.967,0,0,1,1,1,0.2,4.3,0.2,1.5,0,,,,,,,35,0.733888889,0.977777778,0.95,1,1,1,1,0,0,0,0,,,,,,,0,1,1,1,-122.4429454,37.77529553,,Regular
17,Ocean B: Capitol - Manor,#17 Ocean B: Capitol - Manor,2016-17,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,L,7,F,Ocean Ave  :  Capitol Ave  -  Faxon Ave,9827101,7/18/2016 0:00,Jordan,JBR,1,1,0.9775,1,1,1,1,1,0,0.3125,0,0,4,1,1,1,1,1,1,44,0.989010989,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4592128,37.72453317,,Regular
,Judah St -- 10th to 15th Ave,,2015-16,,Residential,Residential,Fri 12PM to 5PM,L,5,C,Judah St  :  10th Ave  -  11th Ave,7645201,5/16/2016 0:00,Melanie,JBR,1.1,1,0.968,1,1,1,1,1,0,2.3,0,0.2,0,,,,,,,9,1,1,0.833333333,1,1,1,1,1,0,1,0,,,,,,,1,1,0,1,-122.4672531,37.76212798,,Regular
,25th Ave -- Lincoln Way to Lawton,,2016-17,,Residential,Residential,"Tues 2nd, 4th  8AM to 10AM",L,4,F,25th Ave  :  Judah St  -  Kirkham St,1383000,9/13/2016 0:00,Jordan,JBR,1,1.05,0.9725,0,1,1,1,1,0.05,1.05,0,0.2,0,,,,,,,39,0.90625,1,0.737689394,1,1,1,1,0,0,1,0,,,,,,,1,1,0,1,-122.4834231,37.76141728,,Regular
66,Broadway: Powell - Kearny,#66 Broadway: Powell - Kearny,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,3,A,Broadway  :  Kearny St  -  Romolo St,3151000,12/7/2016 0:00,Ladavid,JBR,1.208333333,1.25,0.944166667,0,1,1,1,1,0,0.666666667,0.208333333,0.166666667,3,1,1,0.666666667,1,1,1,13,0.81,0.96,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,-122.4054731,37.79801696,,Regular
,Douglass St -- Market to 20th St,,2016-17,,Residential,Residential,Mon 8AM to 12PM,L,8,D,Douglass St  :  19th St  -  Carson St,4945000,12/19/2016 0:00,Jordan,JBR,1,1,0.964166667,0,1,1,1,1,0,0.25,0,0.083333333,0,,,,,,,40,1,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4391673,37.75902775,,Regular
66,Broadway: Powell - Kearny,#66 Broadway: Powell - Kearny,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,3,A,Broadway  :  Kearny St  -  Romolo St,3151000,1/4/2017 0:00,Ladavid,JBR,1.083333333,1,0.94,0,0,0,1,1,0,0.541666667,0.708333333,0.041666667,3,1,1,0.666666667,1,1,1,11,1,0.875,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,-122.4054731,37.79801696,,Regular
,Steiner St -- Page to Hayes,,2015-16,,Residential,Residential,Mon 12PM to 5PM,R,5,C,Steiner St  :  Page St  -  Oak St,12122000,11/16/2015 0:00,Melanie,JBR,1,1.333333333,0.973333333,0,1,0,1,1,0.166666667,3,0,1.333333333,0,,,,,,,25,0.787878788,0.909090909,0.909090909,1,1,1,1,0,0,1,0,,,,,,,0,1,1,1,-122.4322801,37.77282925,,Regular
66,Broadway: Powell - Kearny,#66 Broadway: Powell - Kearny,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,3,A,Broadway  :  Kearny St  -  Romolo St,3151000,10/19/2016 0:00,Ladavid,JBR,1,1,0.953055556,1,1,1,1,1,0,0.694444444,0.416666667,0.375,2,1,1,1,1,1,1,11,1,0.875,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,-122.4054731,37.79801696,,Regular
,Baker St -- Green to Greenwich,,2015-16,,Residential,Residential,"Wed 12PM to 5PM, Thurs 8AM to 12PM",R,2,A,Baker St  :  Miley St  -  Greenwich St,2633000,8/10/2015 0:00,Saul,JBR,1.25,1.375,0.921875,1,0,0,1,1,0,0,0,0,0,,,,,,,18,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.4456919,37.79722495,,Regular
,25th St -- Diamond St to Grand View,,2015-16,,Residential,Residential,"Wed 1st, 3rd 12PM to 2PM",R,8,D,25th St  :  Fountain St  -  Grand View Ave,1460000,3/16/2016 0:00,Melanie,JBR,1,1,0.974666667,1,1,1,1,1,0,0.306666667,0,0,0,,,,,,,46,1,0.986666667,0.799411765,1,1,1,1,1,0,1,1,,,,,,,1,1,0,1,-122.4415381,37.74923082,,Regular
79,Market 1: 3rd - 6th,#79 Market 1: 3rd - 6th,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,Market St  :  02nd St  -  Montgomery St,8743101,10/5/2016 0:00,Ladavid,JBR,1.083333333,1.593650794,0.963388889,1,1,1,1,1,0,1.303174603,0.083333333,0,17,1,1,1,1,1,1,115,0.966388889,0.990740741,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-122.4013755,37.78926432,,Regular
11,Clement A: Argruello - 5th Ave,#11 Clement A: Argruello - 5th Ave,2015-16,Clean Corridor,Commercial,Commercial,Tue 12PM to 5PM,R,1,C,Clement St  :  Arguello Blvd  -  02nd Ave,4150000,2/23/2016 0:00,Melanie,JBR,1.25,1.375,0.96875,1,0,1,1,1,0,5.5,1.75,0,1,1,1,1,1,1,1,8,0.916666667,0.5,0.5,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,-122.4589984,37.78318866,,Regular
45,3rd St B: Mariposa - 23rd,#45 3rd St B: Mariposa - 23rd,2016-17,Clean Corridor,Commercial,Mixed Use,Wed 12PM to 5PM,L,10,E,03rd St  :  Mariposa St  -  18th St,187101,1/11/2017 0:00,Ladavid,JBR,1,1,0.94,1,1,1,1,1,0,0.535714286,0,0,3,1,1,1,1,1,1,80,0.963386809,0.98,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.3888513,37.76432184,,Regular
46,3rd St C: 23rd - Galvez,#46 3rd St C: 23rd - Galvez,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  23rd St  -  24th St,192101,9/14/2016 0:00,Jordan,JBR,1,1.191798942,0.970748677,1,1,0,1,1,0,0.755026455,0,0.187830688,1,1,1,1,1,1,1,88,1,0.956830207,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.3880011,37.75538989,,Regular
32,Taraval: 18th - 23rd,#32 Taraval: 18th - 23rd,2015-16,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,7,F,Taraval St  :  18th Ave  -  19th Ave,12394000,10/8/2015 0:00,Melanie,JBR,1.8,1.9,0.964,0,1,1,1,1,0,4.3,0,0.2,2,1,1,1,1,1,1,18,0.647916667,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4746238,37.74309661,,Regular
51,Noriega B: 30th - 33rd,#51 Noriega B: 30th - 33rd,2015-16,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,4,F,Noriega St  :  30th Ave  -  31st Ave,9664000,6/23/2016 0:00,Jordan,JBR,1.222222222,1.166666667,0.952222222,1,0,1,1,1,0,1.777777778,0,0.166666667,4,1,1,1,1,1,1,9,0.675,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4882641,37.7537209,,Regular
58,Balboa Avenue: 42nd  - 34th,#58 Balboa Avenue: 42nd  - 34th,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,1,C,Balboa St  :  34th Ave  -  35th Ave,2679000,12/1/2016 0:00,Jordan,JBR,1.041666667,1.0625,0.957291667,0,0,1,1,1,0,1.916666667,0,0.229166667,6,1,1,0.8,1,1,1,72,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,-122.494104,37.77586215,,Regular
89,6th St: Market - Folsom,#89 6th St: Market - Folsom,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,06th St  :  Market St  -  Stevenson St,326000,11/16/2016 0:00,Ladavid,JBR,1.277777778,1.388888889,0.947222222,1,1,1,1,1,0.333333333,4.166666667,0.333333333,0.555555556,0,,,,,,,25,0.952380952,1,1,1,1,1,1,0,0,0,0,,,,,,,1,1,1,1,-122.410292,37.78223058,,Regular
